,AcresBurned,Counties,CountyIds,Latitude,Longitude,ArchiveYear
1617,13.0,El Dorado,9,38.757636,-120.75664,2019
1618,12.0,Alameda,1,37.606,-121.853,2019
1619,12.0,Butte,4,39.32889,-121.23431,2019
1620,11.0,San Bernardino,36,34.033117,-117.21545,2019
1621,11.0,Tehama,52,40.314187,-122.070055,2019
1622,11.0,Stanislaus,50,37.492002,-120.401028,2019
1623,11.0,Alameda,1,37.545167,-121.596667,2019
1624,10.0,San Diego,37,32.762706,-117.097441,2019
1625,10.0,Tehama,52,39.847708,-122.160416,2019
1626,10.0,Amador,3,38.332083,-120.67131,2019
1627,10.0,Riverside,33,33.496633,-116.631106,2019
1628,10.0,Butte,4,39.423833,-121.579738,2019
1629,10.0,Siskiyou,47,41.94622,-122.40157,2019
1630,10.0,Butte,4,39.83958,-121.957,2019
1631,9.0,Riverside,33,33.827979,-117.499619,2019
1632,2.0,Nevada,29,39.40972222,-121.00055556,2019
